ProductionID,PlantID,Region,RecordDate,EnergyGeneratedMWh,DowntimeHours,EfficiencyPct,CO2SavedTons
112,1,Coastal,2018-04-22,726.119,0.0,63.11,363.06
113,1,Coastal,2018-04-23,774.429,0.0,63.7,387.214
114,1,Coastal,2018-04-24,816.689,0.0,63.08,408.344
115,1,Coastal,2018-04-25,937.587,0.0,68.67,468.794
116,1,Coastal,2018-04-26,877.021,0.0,67.82,438.51
117,1,Coastal,2018-04-27,947.208,0.0,68.39,473.604
118,1,Coastal,2018-04-28,853.312,0.0,66.41,426.656
119,1,Coastal,2018-04-29,1152.832,0.0,71.94,576.416
120,1,Coastal,2018-04-30,748.633,0.0,66.4,374.316
121,1,Coastal,2018-05-01,946.457,0.0,71.34,473.228
122,1,Coastal,2018-05-02,826.642,0.0,66.77,413.321
123,1,Coastal,2018-05-03,787.591,0.0,58.48,393.796
124,1,Coastal,2018-05-04,757.297,0.0,64.91,378.648
125,1,Coastal,2018-05-05,839.343,0.0,73.22,419.672
126,1,Coastal,2018-05-06,746.452,0.0,66.74,373.226
127,1,Coastal,2018-05-07,863.04,0.0,64.64,431.52
128,1,Coastal,2018-05-08,983.745,0.0,71.27,491.872
129,1,Coastal,2018-05-09,1057.049,0.0,70.15,528.524
130,1,Coastal,2018-05-10,824.201,0.0,65.31,412.1
131,1,Coastal,2018-05-11,1024.892,0.0,73.12,512.446
132,1,Coastal,2018-05-12,1056.975,0.0,70.82,528.488
133,1,Coastal,2018-05-13,797.135,0.0,65.84,398.568
134,1,Coastal,2018-05-14,912.818,0.0,68.5,456.409
135,1,Coastal,2018-05-15,889.817,0.0,61.62,444.908
136,1,Coastal,2018-05-16,916.363,0.0,59.7,458.182
137,1,Coastal,2018-05-17,1107.578,0.0,74.53,553.789
138,1,Coastal,2018-05-18,837.569,0.0,69.87,418.784
139,1,Coastal,2018-05-19,1024.6,0.0,71.91,512.3
140,1,Coastal,2018-05-20,903.364,0.0,61.01,451.682
141,1,Coastal,2018-05-21,699.895,0.0,66.12,349.948
142,1,Coastal,2018-05-22,942.222,0.0,68.21,471.111
143,1,Coastal,2018-05-23,839.343,0.0,63.22,419.672
144,1,Coastal,2018-05-24,571.266,0.0,63.34,285.633
145,1,Coastal,2018-05-25,591.277,0.0,59.71,295.638
146,1,Coastal,2018-05-26,793.75,0.0,71.27,396.875
147,1,Coastal,2018-05-27,1079.309,0.0,72.03,539.654
148,1,Coastal,2018-05-28,833.384,0.0,63.8,416.692
149,1,Coastal,2018-05-29,794.188,0.0,60.86,397.094
150,1,Coastal,2018-05-30,891.086,0.0,62.82,445.543
151,1,Coastal,2018-05-31,943.713,0.0,67.0,471.856
152,1,Coastal,2018-06-01,890.78,0.0,68.43,445.39
153,1,Coastal,2018-06-02,887.531,0.0,63.26,443.766
154,1,Coastal,2018-06-03,857.857,0.0,61.1,428.928
155,1,Coastal,2018-06-04,680.59,0.0,61.53,340.295
156,1,Coastal,2018-06-05,823.229,0.0,64.75,411.614
157,1,Coastal,2018-06-06,517.833,0.0,62.82,258.916
158,1,Coastal,2018-06-07,359.924,0.0,53.52,179.962
159,1,Coastal,2018-06-08,608.694,0.0,66.29,304.347
160,1,Coastal,2018-06-09,485.372,0.0,57.56,242.686
161,1,Coastal,2018-06-10,597.532,0.0,61.27,298.766
162,1,Coastal,2018-06-11,569.665,0.0,59.21,284.832
163,1,Coastal,2018-06-12,680.595,0.0,60.83,340.298
164,1,Coastal,2018-06-13,475.188,0.0,58.37,237.594
165,1,Coastal,2018-06-14,543.702,0.0,62.31,271.851
166,1,Coastal,2018-06-15,547.469,0.0,60.19,273.734
167,1,Coastal,2018-06-16,541.756,0.0,59.93,270.878
168,1,Coastal,2018-06-17,746.831,0.0,69.19,373.416
169,1,Coastal,2018-06-18,675.281,0.0,57.5,337.64
170,1,Coastal,2018-06-19,656.177,0.0,60.33,328.088
171,1,Coastal,2018-06-20,520.885,0.0,60.3,260.442
172,1,Coastal,2018-06-21,525.604,0.0,56.85,262.802
173,1,Coastal,2018-06-22,743.73,0.0,61.03,371.865
174,1,Coastal,2018-06-23,562.155,0.0,61.48,281.078
175,1,Coastal,2018-06-24,434.884,0.0,59.74,217.442
176,1,Coastal,2018-06-25,149.619,0.0,52.56,74.81
177,1,Coastal,2018-06-26,431.248,0.0,54.07,215.624
178,1,Coastal,2018-06-27,557.807,0.0,63.43,278.904
179,1,Coastal,2018-06-28,624.278,0.0,54.75,312.139
180,1,Coastal,2018-06-29,239.433,0.0,57.89,119.716
181,1,Coastal,2018-06-30,442.59,0.0,56.62,221.295
182,1,Coastal,2018-07-01,782.4,0.0,69.88,391.2
183,1,Coastal,2018-07-02,507.937,0.0,60.74,253.968
184,1,Coastal,2018-07-03,473.633,0.0,61.02,236.816
185,1,Coastal,2018-07-04,399.083,0.0,57.67,199.542
186,1,Coastal,2018-07-05,487.685,0.0,57.2,243.842
187,1,Coastal,2018-07-06,334.162,0.0,62.6,167.081
188,1,Coastal,2018-07-07,585.29,0.0,62.05,292.645
189,1,Coastal,2018-07-08,116.878,0.0,52.05,58.439
190,1,Coastal,2018-07-09,398.187,0.0,55.09,199.094
191,1,Coastal,2018-07-10,414.662,0.0,60.16,207.331
192,1,Coastal,2018-07-11,225.146,0.0,52.94,112.573
193,1,Coastal,2018-07-12,588.49,0.0,61.49,294.245
194,1,Coastal,2018-07-13,421.875,0.0,57.96,210.938
195,1,Coastal,2018-07-14,352.639,0.0,55.36,176.32
196,1,Coastal,2018-07-15,314.358,0.0,50.77,157.179
197,1,Coastal,2018-07-16,348.929,0.0,52.18,174.464
198,1,Coastal,2018-07-17,593.878,0.0,62.54,296.939
199,1,Coastal,2018-07-18,635.483,0.0,61.33,317.742
200,1,Coastal,2018-07-19,491.376,0.0,59.6,245.688
201,1,Coastal,2018-07-20,496.359,0.0,59.03,248.18
202,1,Coastal,2018-07-21,476.339,0.0,63.93,238.17
203,1,Coastal,2018-07-22,399.001,0.0,51.23,199.5
204,1,Coastal,2018-07-23,101.914,0.0,52.29,50.957
205,1,Coastal,2018-07-24,282.154,0.0,54.71,141.077
206,1,Coastal,2018-07-25,673.221,0.0,61.49,336.61
207,1,Coastal,2018-07-26,201.557,0.0,55.97,100.778
208,1,Coastal,2018-07-27,163.722,0.0,55.37,81.861
209,1,Coastal,2018-07-28,343.297,0.0,52.31,171.648
210,1,Coastal,2018-07-29,231.08,0.0,55.59,115.54
211,1,Coastal,2018-07-30,367.402,0.0,54.39,183.701
212,1,Coastal,2018-07-31,451.084,0.0,64.71,225.542
213,1,Coastal,2018-08-01,424.766,0.0,53.63,212.383
214,1,Coastal,2018-08-02,390.04,0.0,58.1,195.02
215,1,Coastal,2018-08-03,211.897,0.0,54.17,105.948
216,1,Coastal,2018-08-04,110.381,0.0,48.37,55.19
217,1,Coastal,2018-08-05,284.523,0.0,58.49,142.262
218,1,Coastal,2018-08-06,218.729,0.0,48.42,109.364
219,1,Coastal,2018-08-07,0.0,0.0,48.85,0.0
220,1,Coastal,2018-08-08,132.577,0.0,58.26,66.288
221,1,Coastal,2018-08-09,199.473,0.0,53.81,99.736
222,1,Coastal,2018-08-10,378.845,0.0,59.79,189.422
223,1,Coastal,2018-08-11,448.004,0.0,59.43,224.002
224,1,Coastal,2018-08-12,102.204,0.0,56.39,51.102
225,1,Coastal,2018-08-13,341.26,0.0,51.33,170.63
226,1,Coastal,2018-08-14,97.506,0.0,55.58,48.753
227,1,Coastal,2018-08-15,333.558,0.0,57.6,166.779
228,1,Coastal,2018-08-16,348.209,0.0,54.83,174.104
229,1,Coastal,2018-08-17,161.812,0.0,48.66,80.906
230,1,Coastal,2018-08-18,383.325,0.0,49.65,191.662
231,1,Coastal,2018-08-19,352.953,0.0,59.94,176.476
232,1,Coastal,2018-08-20,195.993,0.0,53.27,97.996
233,1,Coastal,2018-08-21,279.16,0.0,51.58,139.58
234,1,Coastal,2018-08-22,13.298,0.0,49.72,6.649
235,1,Coastal,2018-08-23,423.577,0.0,54.96,211.788
236,1,Coastal,2018-08-24,317.666,0.0,60.44,158.833
237,1,Coastal,2018-08-25,137.401,0.0,52.65,68.7
238,1,Coastal,2018-08-26,228.21,0.0,50.75,114.105
239,1,Coastal,2018-08-27,155.837,0.0,49.64,77.918
240,1,Coastal,2018-08-28,241.252,0.0,49.84,120.626
241,1,Coastal,2018-08-29,65.197,0.0,51.51,32.598
242,1,Coastal,2018-08-30,138.209,0.0,56.43,69.104
243,1,Coastal,2018-08-31,0.0,0.0,50.4,0.0
244,1,Coastal,2018-09-01,219.617,0.0,49.45,109.808
245,1,Coastal,2018-09-02,280.269,0.0,58.54,140.134
246,1,Coastal,2018-09-03,17.357,0.0,52.5,8.678
247,1,Coastal,2018-09-04,28.542,0.0,53.2,14.271
248,1,Coastal,2018-09-05,242.843,0.0,57.35,121.422
249,1,Coastal,2018-09-06,434.286,0.0,60.88,217.143
250,1,Coastal,2018-09-07,62.627,0.0,43.39,31.314
251,1,Coastal,2018-09-08,250.976,0.0,52.32,125.488
252,1,Coastal,2018-09-09,98.543,0.0,53.76,49.272
253,1,Coastal,2018-09-10,154.826,0.0,54.34,77.413
254,1,Coastal,2018-09-11,80.666,0.0,52.66,40.333
255,1,Coastal,2018-09-12,0.0,0.0,50.01,0.0
256,1,Coastal,2018-09-13,233.521,0.0,55.34,116.76
257,1,Coastal,2018-09-14,272.566,0.0,55.69,136.283
258,1,Coastal,2018-09-15,75.598,0.0,51.97,37.799
259,1,Coastal,2018-09-16,134.315,0.0,54.08,67.158
260,1,Coastal,2018-09-17,163.922,0.0,46.57,81.961
261,1,Coastal,2018-09-18,0.0,0.0,49.78,0.0
262,1,Coastal,2018-09-19,45.835,0.0,49.82,22.918
263,1,Coastal,2018-09-20,13.79,0.0,48.63,6.895
264,1,Coastal,2018-09-21,127.254,0.0,53.31,63.627
265,1,Coastal,2018-09-22,249.526,0.0,52.13,124.763
266,1,Coastal,2018-09-23,160.311,0.0,56.01,80.156
267,1,Coastal,2018-09-24,35.268,0.0,50.08,17.634
268,1,Coastal,2018-09-25,6.586,0.0,48.1,3.293
269,1,Coastal,2018-09-26,0.0,5.61,51.36,0.0
270,1,Coastal,2018-09-27,0.0,0.0,51.29,0.0
271,1,Coastal,2018-09-28,160.801,0.0,53.81,80.4
272,1,Coastal,2018-09-29,69.622,0.0,48.56,34.811
273,1,Coastal,2018-09-30,130.333,0.0,53.34,65.166
274,1,Coastal,2018-10-01,162.946,0.0,55.05,81.473
275,1,Coastal,2018-10-02,0.0,0.0,50.36,0.0
276,1,Coastal,2018-10-03,208.345,0.0,52.54,104.172
277,1,Coastal,2018-10-04,0.0,0.0,43.46,0.0
278,1,Coastal,2018-10-05,0.0,0.0,49.9,0.0
279,1,Coastal,2018-10-06,263.231,0.0,55.37,131.616
280,1,Coastal,2018-10-07,0.0,0.0,47.65,0.0
281,1,Coastal,2018-10-08,52.349,0.0,48.62,26.174
282,1,Coastal,2018-10-09,0.0,0.0,50.73,0.0
283,1,Coastal,2018-10-10,114.95,0.0,48.2,57.475
284,1,Coastal,2018-10-11,159.851,0.0,49.81,79.926
285,1,Coastal,2018-10-12,58.775,0.0,54.86,29.388
286,1,Coastal,2018-10-13,155.604,0.0,50.27,77.802
287,1,Coastal,2018-10-14,0.0,0.0,45.46,0.0
288,1,Coastal,2018-10-15,149.028,0.0,49.65,74.514
289,1,Coastal,2018-10-16,136.753,0.0,55.69,68.376
290,1,Coastal,2018-10-17,16.88,0.0,51.18,8.44
291,1,Coastal,2018-10-18,0.0,0.0,45.83,0.0
292,1,Coastal,2018-10-19,0.0,0.0,44.69,0.0
293,1,Coastal,2018-10-20,110.937,0.0,56.83,55.468
294,1,Coastal,2018-10-21,72.788,0.0,53.81,36.394
295,1,Coastal,2018-10-22,101.739,0.0,53.86,50.87
296,1,Coastal,2018-10-23,0.0,0.0,53.25,0.0
297,1,Coastal,2018-10-24,86.388,0.0,54.88,43.194
298,1,Coastal,2018-10-25,138.283,0.0,54.87,69.142
299,1,Coastal,2018-10-26,35.899,0.0,49.64,17.95
300,1,Coastal,2018-10-27,310.941,0.0,62.72,155.47
301,1,Coastal,2018-10-28,205.048,0.0,57.97,102.524
302,1,Coastal,2018-10-29,209.784,0.0,55.83,104.892
303,1,Coastal,2018-10-30,40.647,5.68,51.69,20.324
304,1,Coastal,2018-10-31,194.719,0.0,52.27,97.36
305,1,Coastal,2018-11-01,257.502,0.0,56.52,128.751
306,1,Coastal,2018-11-02,350.669,0.0,59.58,175.334
307,1,Coastal,2018-11-03,121.515,0.0,51.15,60.758
308,1,Coastal,2018-11-04,296.157,0.0,51.51,148.078
309,1,Coastal,2018-11-05,154.299,0.0,49.23,77.15
310,1,Coastal,2018-11-06,166.538,0.0,54.06,83.269
311,1,Coastal,2018-11-07,293.68,0.0,56.89,146.84
312,1,Coastal,2018-11-08,103.134,0.0,46.75,51.567
313,1,Coastal,2018-11-09,55.015,0.0,53.15,27.508
314,1,Coastal,2018-11-10,187.055,0.0,52.06,93.528
315,1,Coastal,2018-11-11,337.678,0.0,56.46,168.839
316,1,Coastal,2018-11-12,184.343,0.0,53.86,92.172
317,1,Coastal,2018-11-13,235.959,0.0,54.22,117.98
318,1,Coastal,2018-11-14,21.94,0.0,52.96,10.97
319,1,Coastal,2018-11-15,346.827,0.0,55.75,173.414
320,1,Coastal,2018-11-16,97.126,0.0,47.46,48.563
321,1,Coastal,2018-11-17,103.355,0.0,48.91,51.678
322,1,Coastal,2018-11-18,285.797,0.0,60.07,142.898
323,1,Coastal,2018-11-19,336.713,0.0,51.65,168.356
324,1,Coastal,2018-11-20,19.665,0.0,51.3,9.832
325,1,Coastal,2018-11-21,226.5,0.0,49.32,113.25
326,1,Coastal,2018-11-22,386.055,0.0,57.69,193.028
327,1,Coastal,2018-11-23,99.754,0.0,55.8,49.877
328,1,Coastal,2018-11-24,234.265,0.0,52.67,117.132
329,1,Coastal,2018-11-25,450.814,0.0,61.13,225.407
330,1,Coastal,2018-11-26,244.795,0.0,56.66,122.398
331,1,Coastal,2018-11-27,330.157,0.0,53.74,165.078
332,1,Coastal,2018-11-28,339.509,0.0,59.51,169.754
333,1,Coastal,2018-11-29,340.786,0.0,56.55,170.393
334,1,Coastal,2018-11-30,153.048,0.0,55.5,76.524
335,1,Coastal,2018-12-01,430.945,0.0,57.12,215.472
336,1,Coastal,2018-12-02,270.702,0.0,55.72,135.351
337,1,Coastal,2018-12-03,452.877,0.0,59.26,226.438
338,1,Coastal,2018-12-04,21.416,0.0,47.58,10.708
339,1,Coastal,2018-12-05,458.502,0.0,61.01,229.251
340,1,Coastal,2018-12-06,494.131,0.0,64.63,247.066
341,1,Coastal,2018-12-07,441.637,0.0,59.41,220.818
342,1,Coastal,2018-12-08,399.002,0.0,61.22,199.501
343,1,Coastal,2018-12-09,378.479,0.0,56.38,189.24
344,1,Coastal,2018-12-10,164.188,0.0,46.57,82.094
345,1,Coastal,2018-12-11,129.218,0.0,50.04,64.609
346,1,Coastal,2018-12-12,344.189,0.0,58.44,172.094
347,1,Coastal,2018-12-13,462.724,0.0,59.76,231.362
348,1,Coastal,2018-12-14,0.0,0.0,48.04,0.0
349,1,Coastal,2018-12-15,466.502,0.0,60.79,233.251
350,1,Coastal,2018-12-16,294.338,0.0,54.01,147.169
351,1,Coastal,2018-12-17,202.035,0.0,48.59,101.018
352,1,Coastal,2018-12-18,626.878,0.0,58.6,313.439
353,1,Coastal,2018-12-19,365.141,0.0,58.11,182.57
354,1,Coastal,2018-12-20,265.138,0.0,59.3,132.569
355,1,Coastal,2018-12-21,460.588,0.0,53.66,230.294
356,1,Coastal,2018-12-22,412.878,0.0,59.47,206.439
357,1,Coastal,2018-12-23,383.088,0.0,52.21,191.544
358,1,Coastal,2018-12-24,129.38,0.0,54.89,64.69
359,1,Coastal,2018-12-25,458.616,0.0,55.72,229.308
360,1,Coastal,2018-12-26,571.325,0.0,62.89,285.662
361,1,Coastal,2018-12-27,485.284,0.0,54.41,242.642
362,1,Coastal,2018-12-28,626.023,0.0,61.53,313.012
363,1,Coastal,2018-12-29,646.072,0.0,59.17,323.036
364,1,Coastal,2018-12-30,517.434,0.0,61.63,258.717
365,1,Coastal,2018-12-31,391.52,0.0,56.79,195.76
366,1,Coastal,2019-01-01,515.769,0.0,58.52,257.884
367,1,Coastal,2019-01-02,397.593,0.0,55.02,198.796
368,1,Coastal,2019-01-03,492.245,0.0,55.08,246.122
369,1,Coastal,2019-01-04,468.14,0.0,62.67,234.07
370,1,Coastal,2019-01-05,415.903,0.0,57.57,207.952
371,1,Coastal,2019-01-06,534.652,0.0,62.53,267.326
372,1,Coastal,2019-01-07,722.324,0.0,61.99,361.162
373,1,Coastal,2019-01-08,644.577,0.0,60.26,322.288
374,1,Coastal,2019-01-09,316.841,0.0,55.35,158.42
375,1,Coastal,2019-01-10,546.014,0.0,61.73,273.007
376,1,Coastal,2019-01-11,619.333,0.0,55.47,309.666
377,1,Coastal,2019-01-12,735.562,0.0,66.13,367.781
378,1,Coastal,2019-01-13,431.931,0.0,59.79,215.966
379,1,Coastal,2019-01-14,578.37,0.0,60.46,289.185
380,1,Coastal,2019-01-15,780.311,0.0,69.36,390.156
381,1,Coastal,2019-01-16,653.061,0.0,64.31,326.53
382,1,Coastal,2019-01-17,697.739,0.0,63.77,348.87
383,1,Coastal,2019-01-18,748.851,0.0,66.37,374.426
384,1,Coastal,2019-01-19,908.065,0.0,65.26,454.032
385,1,Coastal,2019-01-20,660.272,0.0,56.97,330.136
386,1,Coastal,2019-01-21,764.415,0.0,67.21,382.208
387,1,Coastal,2019-01-22,738.683,0.0,65.51,369.342
388,1,Coastal,2019-01-23,676.423,0.0,63.99,338.212
389,1,Coastal,2019-01-24,630.103,0.0,58.21,315.052
390,1,Coastal,2019-01-25,513.937,0.0,60.62,256.968
391,1,Coastal,2019-01-26,500.527,0.0,56.95,250.264
392,1,Coastal,2019-01-27,566.065,0.0,63.59,283.032
393,1,Coastal,2019-01-28,701.488,0.0,60.58,350.744
394,1,Coastal,2019-01-29,596.586,0.0,61.32,298.293
395,1,Coastal,2019-01-30,641.391,0.0,65.19,320.696
396,1,Coastal,2019-01-31,577.39,0.0,58.05,288.695
397,1,Coastal,2019-02-01,822.735,0.0,66.62,411.368
398,1,Coastal,2019-02-02,465.245,0.0,56.38,232.622
399,1,Coastal,2019-02-03,816.104,0.0,62.79,408.052
400,1,Coastal,2019-02-04,682.324,0.0,66.56,341.162
401,1,Coastal,2019-02-05,944.165,0.0,67.97,472.082
402,1,Coastal,2019-02-06,669.579,0.0,57.72,334.79
403,1,Coastal,2019-02-07,581.799,0.0,56.36,290.9
404,1,Coastal,2019-02-08,799.931,0.0,64.13,399.966
405,1,Coastal,2019-02-09,673.884,0.0,60.36,336.942
406,1,Coastal,2019-02-10,747.363,0.0,68.99,373.682
407,1,Coastal,2019-02-11,622.084,0.0,59.26,311.042
408,1,Coastal,2019-02-12,642.074,0.0,61.18,321.037
409,1,Coastal,2019-02-13,531.588,0.0,56.42,265.794
410,1,Coastal,2019-02-14,689.019,0.0,64.29,344.51
411,1,Coastal,2019-02-15,644.943,0.0,62.12,322.472
412,1,Coastal,2019-02-16,896.467,0.0,64.19,448.234
413,1,Coastal,2019-02-17,936.018,0.0,67.52,468.009
414,1,Coastal,2019-02-18,881.675,0.0,68.42,440.838
415,1,Coastal,2019-02-19,748.701,0.0,61.63,374.35
416,1,Coastal,2019-02-20,609.11,0.0,62.82,304.555
417,1,Coastal,2019-02-21,598.99,0.0,57.28,299.495
418,1,Coastal,2019-02-22,897.175,0.0,69.96,448.588
419,1,Coastal,2019-02-23,607.291,0.0,63.56,303.646
420,1,Coastal,2019-02-24,953.269,0.0,67.64,476.634
421,1,Coastal,2019-02-25,902.839,0.0,61.92,451.42
422,1,Coastal,2019-02-26,736.755,0.0,70.44,368.378
423,1,Coastal,2019-02-27,886.387,0.0,64.49,443.194
424,1,Coastal,2019-02-28,1104.602,0.0,71.62,552.301
425,1,Coastal,2019-03-01,974.121,0.0,62.6,487.06
426,1,Coastal,2019-03-02,656.765,0.0,58.96,328.382
427,1,Coastal,2019-03-03,616.388,0.0,63.02,308.194
428,1,Coastal,2019-03-04,834.389,0.0,60.35,417.194
429,1,Coastal,2019-03-05,792.903,0.0,63.73,396.452
430,1,Coastal,2019-03-06,774.058,0.0,58.57,387.029
431,1,Coastal,2019-03-07,723.475,0.0,65.02,361.738
432,1,Coastal,2019-03-08,925.34,0.0,65.07,462.67
433,1,Coastal,2019-03-09,698.98,0.0,65.73,349.49
