ForecastID,Region,ForecastDate,PredictedDemandMWh,PredictedProductionMWh,ForecastErrorPct
32,North,2018-02-01,6446.763065927295,5187.301587763503,1.321
33,North,2018-02-02,7246.646650180402,5383.351766444105,1.871
34,North,2018-02-03,6166.03006894021,5888.229963045391,18.129
35,North,2018-02-04,6932.951817606911,5311.628603240646,4.99
36,North,2018-02-05,7151.991128416747,5145.437718555295,2.598
37,North,2018-02-06,6213.981901710855,5317.13628038433,4.907
38,North,2018-02-07,5987.72199157047,5641.14969168273,8.527
39,North,2018-02-08,9063.586335882459,5839.607935562719,14.132
40,North,2018-02-09,8750.355285786136,5355.893122152542,9.762
41,North,2018-02-10,7776.798179581694,5780.485254784637,2.275
42,North,2018-02-11,6829.156382601898,5462.959838923031,11.229
43,North,2018-02-12,7836.864848964957,5373.633143174915,4.069
44,North,2018-02-13,7409.5978242354295,5309.449424843114,5.045
45,North,2018-02-14,7307.789633408989,5538.804444294499,2.181
46,North,2018-02-15,8096.448994805894,5385.177102091165,0.441
47,North,2018-02-16,8188.456616141646,6109.512464657684,9.597
48,North,2018-02-17,8397.481772627974,5472.4478059598605,2.696
49,North,2018-02-18,7143.232683101892,5427.382541135288,1.602
50,North,2018-02-19,6967.8842780837185,5418.465555500761,5.137
51,North,2018-02-20,10086.138619762756,4905.9420558588345,18.667
52,North,2018-02-21,6467.296035461973,6530.382402192485,13.982
53,North,2018-02-22,7566.0714688202415,5271.283687733705,7.847
54,North,2018-02-23,7003.622147968356,5100.177141260871,0.736
55,North,2018-02-24,8575.777015518017,5582.381614857357,8.156
56,North,2018-02-25,8757.804383133582,4921.957074088304,10.324
57,North,2018-02-26,8156.55461641372,5454.61524035766,1.97
58,North,2018-02-27,7348.838885999713,6406.401256359806,5.522
59,North,2018-02-28,8638.948228100975,4910.86745466878,15.473
60,North,2018-03-01,7919.634387149645,5293.372118469383,1.06
61,North,2018-03-02,9295.942189608675,4691.750823950575,9.117
62,North,2018-03-03,7536.048386657019,5387.020678238427,8.658
63,North,2018-03-04,7951.168336937398,5180.793365584545,1.787
64,North,2018-03-05,8077.707844694735,5222.547710895005,5.006
65,North,2018-03-06,8180.080464890751,4926.976558137764,1.429
66,North,2018-03-07,8075.016968184097,5552.638494580991,3.469
67,North,2018-03-08,5853.441265691528,6258.004237429872,22.736
68,North,2018-03-09,6657.371352566854,5194.999468671556,14.526
69,North,2018-03-10,8243.24673083317,6680.783925643647,3.292
70,North,2018-03-11,7465.751961378677,5908.952952696469,7.069
71,North,2018-03-12,6975.195655104265,5614.106454410844,13.117
72,North,2018-03-13,9845.926145403562,5373.136647799107,14.892
73,North,2018-03-14,8393.510560583896,5325.877507800802,2.188
74,North,2018-03-15,8878.550213605522,5535.670050610133,14.065
75,North,2018-03-16,8455.855949460454,5562.34686063849,11.997
76,North,2018-03-17,8732.676050331369,5769.947781885788,7.606
77,North,2018-03-18,6605.517858442795,5544.466413469246,15.757
78,North,2018-03-19,7771.281146877822,5079.355926891786,2.409
79,North,2018-03-20,7011.395307160371,5011.48319278227,5.861
80,North,2018-03-21,9998.756303019092,5559.366283928247,7.657
81,North,2018-03-22,9571.13358007089,4867.1213454140225,1.193
82,North,2018-03-23,8401.144964597142,5991.368143788019,1.95
83,North,2018-03-24,7778.688549863952,5194.576482222302,4.803
84,North,2018-03-25,9711.057797472553,6206.430974188749,13.004
85,North,2018-03-26,7986.706543892828,4971.866088224318,1.242
86,North,2018-03-27,8962.806890076952,5365.184678377812,2.459
87,North,2018-03-28,8517.157124649935,5475.675206899202,3.159
88,North,2018-03-29,9686.441809489692,5686.360202417397,1.87
89,North,2018-03-30,8319.566963071082,5732.732758546136,7.017
90,North,2018-03-31,8898.08906334601,4895.156431572879,11.658
91,North,2018-04-01,8374.612679878359,5512.279541154818,2.542
92,North,2018-04-02,8461.083607262193,4804.948647316077,2.028
93,North,2018-04-03,9378.588591545495,5376.493576783392,0.843
94,North,2018-04-04,8069.190457855192,5756.100281078847,9.37
95,North,2018-04-05,8506.891917925715,5083.762512568203,0.811
96,North,2018-04-06,8498.999091153124,5166.442828339413,4.565
97,North,2018-04-07,9596.709357322261,5010.78866581088,10.351
98,North,2018-04-08,8633.952632439734,6109.100293367627,1.61
99,North,2018-04-09,8006.000726302787,6245.984880776365,3.193
100,North,2018-04-10,7858.992348935185,5488.665570750279,9.143
101,North,2018-04-11,7164.336802298702,5588.9455855752685,6.417
102,North,2018-04-12,7921.869282135664,5468.215454074557,4.463
103,North,2018-04-13,8031.493516669562,5827.727279909114,2.026
104,North,2018-04-14,8370.065403234456,6121.19168882346,0.487
105,North,2018-04-15,8519.751622654654,5204.268982408408,3.48
106,North,2018-04-16,8941.996571407775,5399.246036080926,8.519
107,North,2018-04-17,8896.993269815825,5969.9711813962385,13.603
108,North,2018-04-18,8403.698128246037,4860.83203312175,3.719
109,North,2018-04-19,9209.583780826139,5671.958008725755,12.911
110,North,2018-04-20,8123.428692886717,5500.420618309961,5.63
111,North,2018-04-21,7868.8089596864265,5409.900975053962,3.542
112,North,2018-04-22,7976.295903642556,5380.68297880493,4.893
113,North,2018-04-23,8252.531682379136,5994.873267376661,5.661
114,North,2018-04-24,8082.322555521044,6111.633378078061,5.926
115,North,2018-04-25,9365.273081829602,3865.3256192781478,4.382
116,North,2018-04-26,8896.26789351006,6165.236346006612,5.189
117,North,2018-04-27,6418.613705095526,5850.782467223761,9.53
118,North,2018-04-28,8239.613975987972,5322.2027993824395,15.022
119,North,2018-04-29,7754.869813871631,5272.301463324378,4.0
120,North,2018-04-30,8653.491340724157,6721.257729572076,3.761
121,North,2018-05-01,7297.105775018911,5592.965429605338,7.714
122,North,2018-05-02,8077.526173052137,5933.373370268094,2.943
123,North,2018-05-03,8861.722200337073,6249.308441729477,12.643
124,North,2018-05-04,8998.623594622815,5963.5736872923935,12.369
125,North,2018-05-05,8738.45508348277,5236.334579718899,5.349
126,North,2018-05-06,7009.871325198777,4817.822636367025,5.069
127,North,2018-05-07,8729.083184859244,5736.368947651965,19.2
128,North,2018-05-08,7122.201827170171,5702.762492032131,6.273
129,North,2018-05-09,6671.0684026212575,5170.612398657191,8.019
130,North,2018-05-10,8986.267547476256,5269.018081875569,7.586
131,North,2018-05-11,8085.647057081813,4692.744331504738,8.238
132,North,2018-05-12,6763.13669836153,5866.3490636029965,18.323
133,North,2018-05-13,5734.018888065402,4505.232289107433,10.019
134,North,2018-05-14,8422.586319054086,5303.647497391682,10.844
135,North,2018-05-15,6969.636048985908,5722.254658151846,4.137
136,North,2018-05-16,7845.615452647958,5622.510977473889,2.651
137,North,2018-05-17,8768.563392684031,4962.216939646504,7.201
138,North,2018-05-18,6943.570136723772,5874.4151685340275,3.059
139,North,2018-05-19,9043.954914033806,4582.741608513795,7.996
140,North,2018-05-20,9244.563007264253,4742.344641382454,11.746
141,North,2018-05-21,7624.23835473358,5829.531923439455,1.31
142,North,2018-05-22,6030.242959909435,5782.1361223805725,23.157
143,North,2018-05-23,6588.7546980033885,6090.394632038532,16.421
144,North,2018-05-24,7663.470186295679,4642.058636009641,3.014
145,North,2018-05-25,6118.347002857457,5505.444358524332,14.871
146,North,2018-05-26,5929.908130657294,4720.285094307294,8.46
147,North,2018-05-27,6899.879945860337,4375.951826928846,4.344
148,North,2018-05-28,8255.27966713635,5087.1494022254665,8.447
149,North,2018-05-29,6358.929668344517,5499.2580561924215,14.431
150,North,2018-05-30,6886.253725603998,4569.3229990183,2.51
151,North,2018-05-31,6903.832241394144,4617.925997784034,2.271
152,North,2018-06-01,8480.579352446792,5898.9775372125005,9.23
153,North,2018-06-02,7459.835236752596,5363.405608707909,9.694
154,North,2018-06-03,7774.597621133716,4221.897027505733,5.294
155,North,2018-06-04,6412.613054518279,4825.272227617238,3.701
156,North,2018-06-05,6573.451712700505,5962.998942102133,0.249
157,North,2018-06-06,5790.37804072613,4920.43057667568,9.938
158,North,2018-06-07,7772.533752242409,4920.883906353509,9.19
159,North,2018-06-08,6661.475490310757,5306.5750613972705,3.239
160,North,2018-06-09,7293.2464906903515,4885.679564443412,1.827
161,North,2018-06-10,6473.562857628961,5136.815400444874,7.708
162,North,2018-06-11,5945.4596760900295,3971.9082787013,7.798
163,North,2018-06-12,8272.516344390908,4119.296201681416,13.328
164,North,2018-06-13,5856.470050367453,5017.919774485079,13.174
165,North,2018-06-14,8176.2681403640645,3881.943089457452,22.601
166,North,2018-06-15,5903.484433445653,5302.335677391438,10.254
167,North,2018-06-16,7092.3402486320265,4234.163317999546,0.845
168,North,2018-06-17,5749.218196500683,5676.879506519409,4.486
169,North,2018-06-18,6035.827584410698,4787.968969237114,1.133
170,North,2018-06-19,7007.703709498253,4290.626174097469,7.783
171,North,2018-06-20,7482.150212821746,4344.996307106681,7.163
172,North,2018-06-21,6458.471212172275,3964.0513772221616,0.365
173,North,2018-06-22,7084.114739631998,4128.40005361056,8.167
174,North,2018-06-23,6166.110825408494,4234.60495685986,13.503
175,North,2018-06-24,5255.395847692123,4169.57314555697,14.18
176,North,2018-06-25,6051.105893047136,3827.889595156402,10.237
177,North,2018-06-26,5208.976597967394,4739.662889964318,16.039
178,North,2018-06-27,6008.37909281819,4620.700884243494,2.763
179,North,2018-06-28,6535.973070221687,3419.0011501238278,8.003
180,North,2018-06-29,7198.645905597913,4397.563576267689,4.374
181,North,2018-06-30,6794.56498875623,4342.273028077151,6.499
182,North,2018-07-01,4732.8207695036135,4158.341191113553,28.128
183,North,2018-07-02,6913.2391771067405,4576.700853401281,7.218
184,North,2018-07-03,7182.976947649383,4329.748200074505,6.047
185,North,2018-07-04,5857.072366375356,4472.170492790361,1.867
186,North,2018-07-05,6645.732732524,3756.460921608998,1.549
187,North,2018-07-06,7167.567559536398,4246.253349642744,12.776
188,North,2018-07-07,6332.610013983438,4398.235441541699,3.725
189,North,2018-07-08,7193.846614626824,4284.0481277572035,5.394
190,North,2018-07-09,6034.817347578234,3853.44759676355,9.105
191,North,2018-07-10,6258.232633374872,3170.2799163168825,14.768
192,North,2018-07-11,6983.815279279574,4045.8922622037194,3.339
193,North,2018-07-12,7532.558921025781,3606.1221457238407,3.252
194,North,2018-07-13,6481.531402385063,3651.9837150765225,2.564
195,North,2018-07-14,6043.041872801763,3874.2637917977936,0.715
196,North,2018-07-15,6101.985162898486,3852.4069516093614,16.268
197,North,2018-07-16,7026.3738032464635,4357.590704994904,0.066
198,North,2018-07-17,7741.864080703641,3786.61017558973,5.589
199,North,2018-07-18,6307.476310389782,4087.44480332008,2.823
200,North,2018-07-19,7014.639633764186,3666.4494019841527,0.106
201,North,2018-07-20,7721.403513256727,3225.2014244196175,12.588
202,North,2018-07-21,6937.685419636081,3632.4092618818986,5.791
203,North,2018-07-22,5472.4582407833395,4096.812317512993,22.479
204,North,2018-07-23,6983.7653581960185,3131.777105744069,0.475
205,North,2018-07-24,7078.594680516897,3363.153657814877,7.943
206,North,2018-07-25,6052.749473435859,3720.4524947894633,1.707
207,North,2018-07-26,6992.368376641873,4037.0827142978137,4.479
208,North,2018-07-27,7120.725348279156,4508.479890011273,0.853
209,North,2018-07-28,6411.71214078461,3933.774099189585,3.462
210,North,2018-07-29,6505.603111657956,3604.96917741753,4.052
211,North,2018-07-30,7389.547780333065,3142.7957643369664,2.759
212,North,2018-07-31,7511.645903312844,3552.149933824186,7.345
213,North,2018-08-01,6958.2221736470865,3257.1430547268374,6.763
214,North,2018-08-02,6508.672072593534,4067.942306566364,3.551
215,North,2018-08-03,6656.167387216861,3030.0928850217297,12.255
216,North,2018-08-04,7173.215326116646,3841.6080624510455,1.352
217,North,2018-08-05,7175.82794186271,3719.3857833909274,2.906
218,North,2018-08-06,7536.890487225828,3573.8377977952628,0.5
219,North,2018-08-07,7517.984046031993,4606.092683657287,1.322
220,North,2018-08-08,6855.1919197700445,3293.7764161769574,6.645
221,North,2018-08-09,7880.145536886666,2899.8943678763835,3.082
222,North,2018-08-10,6729.808835492422,3407.851663957649,2.793
223,North,2018-08-11,5655.169541508457,2677.9060266824567,15.273
224,North,2018-08-12,6642.16447256563,3229.809527154955,4.816
225,North,2018-08-13,7851.255193450611,2772.42009780179,8.546
226,North,2018-08-14,6582.265546707666,4181.280067578228,1.719
227,North,2018-08-15,6563.094648856349,2672.535727801124,0.509
228,North,2018-08-16,6165.065552843177,3554.090309430093,6.369
229,North,2018-08-17,7406.8999073894865,3146.0457399931943,4.45
230,North,2018-08-18,6339.7359919689725,3975.9581796364314,4.293
231,North,2018-08-19,7656.347258575182,2746.445425948915,2.33
232,North,2018-08-20,7694.016406732848,4055.984164784871,1.079
233,North,2018-08-21,6530.448788676748,3504.8455797617335,3.536
234,North,2018-08-22,7391.904895607751,3276.728816869678,2.619
235,North,2018-08-23,7042.836068120329,3479.9394165353415,2.773
236,North,2018-08-24,6409.372142864865,3407.8727917436877,8.701
237,North,2018-08-25,8428.410899968441,2625.6298837812283,1.654
238,North,2018-08-26,8458.674876869763,3039.4914094940323,11.214
239,North,2018-08-27,7566.57353554759,3072.561891281014,4.499
240,North,2018-08-28,8543.866792475159,2843.4349944704563,17.151
241,North,2018-08-29,7209.67650028569,2775.669884516246,8.639
242,North,2018-08-30,7123.357007234887,2536.7304182190983,2.616
243,North,2018-08-31,7053.94395179835,3723.73123031753,6.141
244,North,2018-09-01,6469.6364722349745,3778.490541908876,10.266
245,North,2018-09-02,7266.1685440715655,3224.262645662769,0.944
246,North,2018-09-03,7385.12144162671,3554.8349101131375,1.737
247,North,2018-09-04,7455.477210241886,2917.4123231975177,5.262
248,North,2018-09-05,7526.401985263391,3069.5463253082276,8.511
249,North,2018-09-06,6698.201549270829,2664.155767701287,9.226
250,North,2018-09-07,7623.3487887857655,3689.9888288762922,4.419
251,North,2018-09-08,7189.453816970122,2915.688817159092,1.823
252,North,2018-09-09,6768.016366406007,2727.378842101126,9.738
253,North,2018-09-10,6035.735366402843,3036.420464330307,15.113
254,North,2018-09-11,6710.0313529806745,4329.21161442745,5.345
255,North,2018-09-12,6842.2157711264035,3741.795924264184,1.066
256,North,2018-09-13,5509.56453458817,4075.287930981714,17.773
257,North,2018-09-14,7338.103502740931,2890.7758897565195,2.385
258,North,2018-09-15,5907.227230974333,2853.0111244305363,18.006
259,North,2018-09-16,6453.849326323023,3225.585567377984,6.487
260,North,2018-09-17,8376.438825428031,3021.2504218301324,10.417
261,North,2018-09-18,7154.724344972772,2637.194031902558,5.104
262,North,2018-09-19,7217.130141657911,3506.0227199158644,0.183
263,North,2018-09-20,7955.238700487575,2827.2230763994917,14.285
264,North,2018-09-21,7697.267129572302,2611.640844369419,2.114
265,North,2018-09-22,7070.676862971872,2823.6501771607527,2.338
266,North,2018-09-23,6601.468637054203,2828.014079362261,10.728
267,North,2018-09-24,6252.922243770296,2668.894957152117,8.335
268,North,2018-09-25,6882.838056636538,3114.1118229463705,8.028
269,North,2018-09-26,7266.9464377254835,3394.1116667137762,2.052
270,North,2018-09-27,8088.836781111869,2712.170580849679,7.109
271,North,2018-09-28,8011.239707024506,2992.5965008903368,7.245
272,North,2018-09-29,7089.063344893523,3709.68359476285,5.385
273,North,2018-09-30,7783.218025802049,3044.9991648485425,16.631
274,North,2018-10-01,6306.754623837319,3082.3359358240177,11.776
275,North,2018-10-02,6893.070018839977,2895.394646786963,7.964
276,North,2018-10-03,7656.540103752857,3900.580848332924,1.018
277,North,2018-10-04,7704.1049892438505,3307.742447883829,6.899
278,North,2018-10-05,7708.723607314911,2783.921438530397,1.76
279,North,2018-10-06,6292.664429371025,2973.03173253569,12.118
280,North,2018-10-07,8149.389254728153,2825.478280411166,4.313
281,North,2018-10-08,7414.530979360018,4047.7938722771637,1.415
282,North,2018-10-09,7502.465260452959,3494.639182179845,2.357
283,North,2018-10-10,7782.498560328574,2767.7048912904397,10.142
284,North,2018-10-11,7689.42479357992,2620.8567157564025,7.835
285,North,2018-10-12,8216.76769363219,2816.2932381149712,11.562
286,North,2018-10-13,7352.580482354925,3412.814984537305,0.522
287,North,2018-10-14,7658.0512537500235,3859.322145746083,7.866
288,North,2018-10-15,6807.280662934274,2962.208163567338,1.135
289,North,2018-10-16,8567.447980184286,3419.092932924418,13.906
290,North,2018-10-17,8592.408684605496,2614.8924542851146,11.722
291,North,2018-10-18,7945.045545959618,2868.120817379876,5.36
292,North,2018-10-19,7538.034086432241,2820.786112032491,0.81
293,North,2018-10-20,6859.1051440430565,2893.1375312167875,7.899
294,North,2018-10-21,7094.00564966309,3053.209696834328,5.588
295,North,2018-10-22,7278.6892970609615,2685.5935272195275,7.604
296,North,2018-10-23,6452.02087282408,2809.4267139179756,13.543
297,North,2018-10-24,6421.1402480502375,2728.1812981270696,6.148
298,North,2018-10-25,6756.918040174057,2837.9411137124885,4.958
299,North,2018-10-26,8219.929940007141,2792.8927061069758,1.366
300,North,2018-10-27,7893.277778177802,2651.4231156669075,0.453
301,North,2018-10-28,6996.151001165713,2966.2981429931715,8.7
302,North,2018-10-29,6275.301358551583,2891.591732834193,6.567
303,North,2018-10-30,6824.279501798728,2866.5561156748704,3.085
304,North,2018-10-31,7642.489309278484,2811.505348204041,4.643
305,North,2018-11-01,6173.017058653996,3460.130012443558,12.56
306,North,2018-11-02,8803.488353011695,3048.4434995948036,12.317
307,North,2018-11-03,6550.91755621631,3510.930547982481,8.927
308,North,2018-11-04,6791.130451361878,3542.0695873820555,7.863
309,North,2018-11-05,6539.801590153572,2839.681860426239,11.263
310,North,2018-11-06,7779.117361949566,3455.503673126031,3.995
311,North,2018-11-07,7873.568177860273,3130.211054185009,3.421
312,North,2018-11-08,8014.366162337848,3372.1812077271506,3.643
313,North,2018-11-09,6211.202349493112,5035.253229898654,10.832
314,North,2018-11-10,6669.6219045982225,2682.055230319312,5.951
315,North,2018-11-11,7867.246220639162,3972.574207414636,5.017
316,North,2018-11-12,6488.625308675494,3522.473175753045,2.512
317,North,2018-11-13,8053.228494643349,3824.25396893037,16.614
318,North,2018-11-14,6908.780964410333,3547.325478450868,3.62
319,North,2018-11-15,7149.311296512327,2807.3952953101057,1.746
320,North,2018-11-16,7156.411277009813,3070.821210702817,5.191
321,North,2018-11-17,7622.11331287542,3396.5977067497456,8.6
322,North,2018-11-18,6331.425230623018,2881.753855252365,13.414
323,North,2018-11-19,6414.299528685493,3721.5446737889547,5.633
324,North,2018-11-20,6973.395843421511,3794.0368684249843,5.962
325,North,2018-11-21,6501.203541631341,2828.198027165903,9.702
326,North,2018-11-22,7071.826875863091,3300.7920587919866,8.401
327,North,2018-11-23,7091.141599861895,4456.197531076244,6.385
328,North,2018-11-24,6960.895248105558,2915.198767803957,0.801
329,North,2018-11-25,6633.490285952423,3422.0424761428817,4.721
330,North,2018-11-26,7757.683133305162,3165.8721543526085,4.928
331,North,2018-11-27,7703.599104032605,4375.2031816901235,5.433
332,North,2018-11-28,6814.5374398703025,3447.671811078526,3.048
333,North,2018-11-29,7630.12626596863,4293.161600115798,2.959
334,North,2018-11-30,7217.985133158583,3508.017386087576,0.037
335,North,2018-12-01,6018.466764425928,3995.986797077483,14.776
336,North,2018-12-02,6696.684434273757,4262.681976015656,2.225
337,North,2018-12-03,5823.405701673972,4337.00829988638,12.41
338,North,2018-12-04,7049.620675488891,3158.420130005896,2.128
339,North,2018-12-05,6431.741534833928,3706.197074961603,7.802
340,North,2018-12-06,6805.555130687782,3471.4725544268467,9.55
341,North,2018-12-07,7299.5000738793815,3879.5509340018484,3.211
342,North,2018-12-08,7206.880944524489,2008.9737669560438,3.392
343,North,2018-12-09,6761.766167714107,3638.1476539687746,2.289
344,North,2018-12-10,6990.573733543762,3777.0879474192816,4.659
345,North,2018-12-11,7428.372663576896,3809.630803841823,2.522
346,North,2018-12-12,7329.0643900113655,4267.533228011768,11.627
347,North,2018-12-13,6862.466441509263,3986.473378517819,3.433
348,North,2018-12-14,6929.330202712274,4546.622168172105,4.202
349,North,2018-12-15,6278.845742816844,3606.3809059011624,11.078
350,North,2018-12-16,7240.847853907013,3383.918978494642,4.698
351,North,2018-12-17,6730.8656510273895,4400.730471260463,4.627
352,North,2018-12-18,6768.293398712024,4248.0872217464475,4.016
353,North,2018-12-19,6971.3286035081555,4062.3197770162033,5.578
354,North,2018-12-20,7308.797788757266,4003.7993407832287,8.271
355,North,2018-12-21,7552.084926193624,4305.601787852561,5.566
356,North,2018-12-22,6163.317531315575,3666.1645729966986,6.165
357,North,2018-12-23,7768.205248644722,3914.674188058386,9.917
358,North,2018-12-24,6260.9599385487645,4369.439082939049,7.887
359,North,2018-12-25,6636.441011473882,3957.218038016949,3.615
360,North,2018-12-26,6439.146150631327,4646.947077583245,2.925
361,North,2018-12-27,7129.211004257838,3643.5281818798885,2.269
362,North,2018-12-28,5711.0487919374145,4708.401334352169,9.334
363,North,2018-12-29,7088.888075917613,4247.310852045912,12.431
364,North,2018-12-30,5786.750121723351,4164.168932805324,9.52
365,North,2018-12-31,7243.000173599602,3459.8371044582946,8.971
366,North,2019-01-01,6385.9221339689375,4046.15066899719,7.162
367,North,2019-01-02,7395.776621979497,3870.310657664251,2.462
368,North,2019-01-03,6709.1690111090165,4501.347099412179,3.666
369,North,2019-01-04,6662.476663461526,4725.610069715183,1.85
370,North,2019-01-05,6994.200613993646,4935.0449953905,3.801
371,North,2019-01-06,7039.399372565052,5222.5724281073435,5.719
372,North,2019-01-07,6273.498492014541,4402.633379790941,0.482
373,North,2019-01-08,6125.957863953548,5056.837447471928,10.953
374,North,2019-01-09,7435.2374107067135,5404.82602091403,11.75
375,North,2019-01-10,7074.7896861292165,4698.3057768842145,3.622
376,North,2019-01-11,5566.669065996751,5052.987874273395,9.174
377,North,2019-01-12,7154.318057691235,3595.299391911281,2.163
378,North,2019-01-13,6604.079452141367,4114.887773886821,11.316
379,North,2019-01-14,7385.082972826563,4588.1755624854,12.706
380,North,2019-01-15,7389.06805902173,4319.759651717639,1.654
381,North,2019-01-16,6437.509729870723,4682.799154854678,2.284
382,North,2019-01-17,6615.974922496533,5356.362430857863,5.612
383,North,2019-01-18,6944.3746225659725,4260.053894006601,6.343
384,North,2019-01-19,7425.591424343523,4957.197767922651,10.927
385,North,2019-01-20,6363.611560282977,4184.058026898245,3.712
386,North,2019-01-21,7065.696893302308,4327.100808822552,6.048
387,North,2019-01-22,8560.630848985656,4746.132932323413,12.862
388,North,2019-01-23,6856.050835851713,4099.238026547912,13.525
389,North,2019-01-24,7514.304104146596,4735.069369610175,4.293
390,North,2019-01-25,7740.4399850461,5079.942677611145,13.699
391,North,2019-01-26,7350.688220282877,5363.501325581856,0.342
392,North,2019-01-27,6392.102283197149,5210.516430048796,6.803
393,North,2019-01-28,6979.320821678851,5442.013769266265,5.715
394,North,2019-01-29,6186.02302812415,5357.553355147744,16.279
395,North,2019-01-30,6644.185916532711,5038.138478672376,13.066
396,North,2019-01-31,7671.605634971142,5458.45068928709,4.745
397,North,2019-02-01,7497.814048324477,5605.081634204262,6.927
398,North,2019-02-02,6826.099628547862,5751.063362753596,12.334
399,North,2019-02-03,7052.190202689053,5799.287558037323,3.574
400,North,2019-02-04,7753.550239096445,4348.1552943811475,2.768
401,North,2019-02-05,5450.175104567495,5575.77209334179,12.555
402,North,2019-02-06,6600.174863191671,4574.6755091104915,12.711
403,North,2019-02-07,6517.123123766723,4429.973639420273,14.01
404,North,2019-02-08,7047.249020892236,5122.189535772597,2.675
405,North,2019-02-09,7579.528826207584,5475.031835196534,9.7
406,North,2019-02-10,6298.60332669484,4642.7581554914495,0.371
407,North,2019-02-11,7924.76867488839,5565.141734454767,1.134
408,North,2019-02-12,7385.65133708361,5644.111173127569,3.467
409,North,2019-02-13,7245.630882774647,5715.342627875497,4.151
410,North,2019-02-14,6957.137043580237,5930.965684928228,14.038
411,North,2019-02-15,8607.712801102214,5103.071749808008,1.646
412,North,2019-02-16,6297.804955991635,4914.814402317262,7.411
413,North,2019-02-17,7516.55913247084,5654.946224245213,5.498
414,North,2019-02-18,8176.339855432191,5431.821352556651,2.336
415,North,2019-02-19,8452.8348414252,4804.3448187775775,1.921
416,North,2019-02-20,8441.074147555673,5428.603700772117,3.446
417,North,2019-02-21,7893.944911773471,5577.5766436533295,6.91
418,North,2019-02-22,8664.221792283559,3990.012372401653,1.358
419,North,2019-02-23,6872.105976141491,4691.389707986896,2.086
420,North,2019-02-24,6641.570019199006,5707.484602675353,16.503
421,North,2019-02-25,7709.630452225134,5920.194181144659,3.397
422,North,2019-02-26,8089.959521492652,5428.800571401452,6.252
423,North,2019-02-27,7309.7954070346,4965.372736400694,9.947
424,North,2019-02-28,7289.614367559827,5957.967144437978,2.857
425,North,2019-03-01,7646.21582070177,5082.163916640013,0.12
426,North,2019-03-02,9326.29473437733,6765.871621776448,5.982
427,North,2019-03-03,7489.024733940108,5647.46727452306,7.119
428,North,2019-03-04,8032.778436304444,5410.88851582602,4.336
429,North,2019-03-05,9097.783690958768,5286.547418884819,14.749
430,North,2019-03-06,7880.405308400786,5258.916340134172,6.797
431,North,2019-03-07,8265.064894626497,5939.821330577124,7.164
432,North,2019-03-08,7063.306824322685,5500.820730578335,3.314
433,North,2019-03-09,7887.372885891081,6140.467450747154,8.919
434,North,2019-03-10,6581.355482867835,5793.866080506135,11.537
435,North,2019-03-11,8404.905427596146,4470.629278315051,8.358
436,North,2019-03-12,7171.9811412971285,5407.028518084673,8.814
437,North,2019-03-13,6879.09237343618,5605.14800166292,11.122
438,North,2019-03-14,8961.271962554763,5927.074393568818,5.96
439,North,2019-03-15,7767.552967685794,5660.031390008474,2.782
440,North,2019-03-16,7771.20378875151,6307.269985814169,5.52
441,North,2019-03-17,6516.278964606869,6255.6954869883375,22.117
442,North,2019-03-18,8744.291718841563,5013.6920924061105,6.087
443,North,2019-03-19,7818.56482857807,6385.945968564907,2.706
