RecordID,PlantID,MonthStart,OperationalCostUSD,RevenueUSD,SubsidyUSD,NetProfitUSD
110,2,2020-02-01,610292.42,2805429.93,420814.49,2615952.0
111,2,2020-03-01,977032.33,5006479.79,500647.98,4530095.44
112,2,2020-04-01,941208.51,3657853.85,182892.69,2899538.03
113,2,2020-05-01,863626.47,2441754.18,366263.13,1944390.84
114,2,2020-06-01,292965.39,3071848.53,460777.28,3239660.42
115,2,2020-07-01,662445.37,2539604.27,126980.21,2004139.11
116,2,2020-08-01,150168.87,1050327.2,157549.08,1057707.41
117,2,2020-09-01,207063.59,391769.15,0.0,184705.56
118,2,2020-10-01,95881.94,427078.38,21353.92,352550.36
119,2,2020-11-01,306905.6,605314.33,60531.43,358940.16
120,2,2020-12-01,541844.99,913745.65,0.0,371900.66
121,2,2021-01-01,946669.37,2828288.24,0.0,1881618.87
122,2,2021-02-01,1042776.07,2191932.0,109596.6,1258752.53
123,2,2021-03-01,1203354.19,5402334.54,810350.18,5009330.53
124,2,2021-04-01,1065664.21,2357991.36,0.0,1292327.15
125,2,2021-05-01,1127577.98,1807813.68,0.0,680235.7
126,2,2021-06-01,864315.11,2446057.43,0.0,1581742.32
127,2,2021-07-01,359796.96,785318.68,39265.93,464787.65
128,2,2021-08-01,295965.49,575554.31,57555.43,337144.25
129,2,2021-09-01,143700.95,605534.51,90830.18,552663.74
130,2,2021-10-01,138036.89,467618.23,70142.73,399724.07
131,2,2021-11-01,284243.79,710411.29,71041.13,497208.63
132,2,2021-12-01,519160.05,1312295.85,196844.38,989980.18
133,2,2022-01-01,336059.23,2630914.28,394637.14,2689492.19
134,2,2022-02-01,974893.21,2675493.15,0.0,1700599.94
135,2,2022-03-01,1157894.81,1909592.38,95479.62,847177.19
136,2,2022-04-01,829553.55,3311947.65,331194.77,2813588.87
137,2,2022-05-01,1041777.8,3353530.17,0.0,2311752.37
138,2,2022-06-01,474433.89,2500726.26,0.0,2026292.37
139,2,2022-07-01,546209.22,2368924.3,355338.64,2178053.72
140,2,2022-08-01,263036.34,1321777.54,66088.88,1124830.08
141,2,2022-09-01,151370.69,652823.44,97923.52,599376.27
142,2,2022-10-01,188127.32,344129.27,34412.93,190414.88
143,2,2022-11-01,333357.7,819927.82,81992.78,568562.9
144,2,2022-12-01,382494.82,2358858.62,117942.93,2094306.73
145,2,2023-01-01,915301.73,1610016.79,80500.84,775215.9
146,2,2023-02-01,1010421.14,4342419.32,651362.9,3983361.08
147,2,2023-03-01,1312133.83,3062522.39,459378.36,2209766.92
148,2,2023-04-01,1292727.46,3053959.89,305395.99,2066628.42
149,2,2023-05-01,1192453.41,3363277.72,168163.89,2338988.2
150,2,2023-06-01,489912.89,3600863.77,0.0,3110950.88
151,2,2023-07-01,320516.79,1835207.35,275281.1,1789971.66
152,2,2023-08-01,169867.38,903182.65,90318.27,823633.54
153,2,2023-09-01,146750.09,240180.85,24018.09,117448.85
154,2,2023-10-01,120388.52,472360.93,70854.14,422826.55
155,2,2023-11-01,300590.01,858334.5,42916.73,600661.22
156,2,2023-12-01,260337.42,1636996.94,163699.69,1540359.21
157,2,2024-01-01,856253.91,2313692.96,115684.65,1573123.7
158,2,2024-02-01,966051.53,4255841.32,212792.07,3502581.86
159,2,2024-03-01,1210826.52,3005424.4,150271.22,1944869.1
160,2,2024-04-01,1317848.8,2587342.08,0.0,1269493.28
161,2,2024-05-01,1127706.04,2221292.28,222129.23,1315715.47
162,2,2024-06-01,558212.94,1813988.8,181398.88,1437174.74
163,2,2024-07-01,245927.6,2604332.85,130216.64,2488621.89
164,2,2024-08-01,243707.69,1026322.7,102632.27,885247.28
165,2,2024-09-01,139247.13,265255.24,0.0,126008.11
166,2,2024-10-01,152396.87,302930.44,0.0,150533.57
167,2,2024-11-01,309606.27,582667.92,58266.79,331328.44
168,2,2024-12-01,648479.98,2038393.86,101919.69,1491833.57
169,3,2018-01-01,300321.7,2642146.69,264214.67,2606039.66
170,3,2018-02-01,790150.23,2592935.86,0.0,1802785.63
171,3,2018-03-01,846485.02,1587616.78,238142.52,979274.28
172,3,2018-04-01,875755.78,1579994.46,157999.45,862238.13
173,3,2018-05-01,305130.98,2837589.81,425638.47,2958097.3
174,3,2018-06-01,547561.56,2189087.3,218908.73,1860434.47
175,3,2018-07-01,393677.92,1675502.48,251325.37,1533149.93
176,3,2018-08-01,126652.04,777926.17,116688.93,767963.06
177,3,2018-09-01,152057.81,302931.97,45439.8,196313.96
178,3,2018-10-01,167677.39,469548.18,70432.23,372303.02
179,3,2018-11-01,282647.19,511518.55,76727.78,305599.14
180,3,2018-12-01,182649.52,1517656.29,75882.81,1410889.58
181,3,2019-01-01,600956.91,1869062.99,0.0,1268106.08
182,3,2019-02-01,549768.22,2087424.7,208742.47,1746398.95
183,3,2019-03-01,580756.49,3970217.27,198510.86,3587971.64
184,3,2019-04-01,1004323.41,2891372.88,289137.29,2176186.76
185,3,2019-05-01,587288.25,2346599.55,351989.93,2111301.23
186,3,2019-06-01,662849.64,1285512.22,192826.83,815489.41
187,3,2019-07-01,186765.61,1034706.66,51735.33,899676.38
188,3,2019-08-01,236569.76,650362.34,32518.12,446310.7
189,3,2019-09-01,89575.99,287005.02,28700.5,226129.53
190,3,2019-10-01,149937.36,347868.25,34786.83,232717.72
191,3,2019-11-01,126963.02,571796.69,28589.83,473423.5
192,3,2019-12-01,302873.49,822112.05,82211.21,601449.77
193,3,2020-01-01,256745.01,2915153.52,437273.03,3095681.54
194,3,2020-02-01,367166.12,2289720.75,114486.04,2037040.67
195,3,2020-03-01,833944.1,4035557.22,0.0,3201613.12
196,3,2020-04-01,1046846.48,3401171.61,0.0,2354325.13
197,3,2020-05-01,954582.38,3467085.72,520062.86,3032566.2
198,3,2020-06-01,545842.17,2229075.38,222907.54,1906140.75
199,3,2020-07-01,186669.38,744824.74,0.0,558155.36
200,3,2020-08-01,106862.63,868067.86,130210.18,891415.41
201,3,2020-09-01,98408.79,331870.02,0.0,233461.23
202,3,2020-10-01,104620.44,462556.61,0.0,357936.17
203,3,2020-11-01,144810.01,794363.51,0.0,649553.5
204,3,2020-12-01,388505.1,1087064.18,54353.21,752912.29
205,3,2021-01-01,598355.52,2033747.96,0.0,1435392.44
206,3,2021-02-01,843237.68,2114661.13,317199.17,1588622.62
207,3,2021-03-01,296194.84,2423635.58,121181.78,2248622.52
208,3,2021-04-01,604617.51,4013144.96,200657.25,3609184.7
209,3,2021-05-01,470907.26,1848819.98,277323.0,1655235.72
210,3,2021-06-01,572210.33,2385080.74,119254.04,1932124.45
211,3,2021-07-01,198349.33,923275.2,0.0,724925.87
212,3,2021-08-01,189737.02,664329.58,99649.44,574242.0
213,3,2021-09-01,146046.1,378517.67,0.0,232471.57
214,3,2021-10-01,151137.96,536282.83,26814.14,411959.01
215,3,2021-11-01,128655.74,395635.22,59345.28,326324.76
216,3,2021-12-01,473871.66,1314437.73,197165.66,1037731.73
217,3,2022-01-01,272926.52,1995966.19,299394.93,2022434.6
218,3,2022-02-01,843180.93,2515226.53,377283.98,2049329.58
219,3,2022-03-01,583272.21,2945077.62,441761.64,2803567.05
220,3,2022-04-01,337621.85,2407873.15,240787.32,2311038.62
221,3,2022-05-01,848336.25,1621016.85,81050.84,853731.44
222,3,2022-06-01,519179.95,1631212.94,244681.94,1356714.93
223,3,2022-07-01,314373.52,802225.84,40111.29,527963.61
224,3,2022-08-01,236007.26,911008.62,45550.43,720551.79
225,3,2022-09-01,120621.4,345129.52,17256.48,241764.6
226,3,2022-10-01,84848.46,208434.66,31265.2,154851.4
227,3,2022-11-01,246021.84,861101.92,129165.29,744245.37
228,3,2022-12-01,320776.46,1702767.13,0.0,1381990.67
229,3,2023-01-01,447524.08,2448605.18,244860.52,2245941.62
230,3,2023-02-01,659544.67,3481339.56,348133.96,3169928.85
231,3,2023-03-01,655857.13,1914494.25,287174.14,1545811.26
232,3,2023-04-01,904278.12,3390223.31,339022.33,2824967.52
233,3,2023-05-01,461264.39,1407925.31,140792.53,1087453.45
234,3,2023-06-01,511434.0,2528632.01,126431.6,2143629.61
235,3,2023-07-01,172205.24,703242.16,105486.32,636523.24
236,3,2023-08-01,198034.1,805859.71,40292.99,648118.6
237,3,2023-09-01,68694.31,377950.48,37795.05,347051.22
238,3,2023-10-01,171568.45,512443.75,76866.56,417741.86
239,3,2023-11-01,250428.55,664863.7,66486.37,480921.52
240,3,2023-12-01,436515.67,1305704.72,65285.24,934474.29
241,3,2024-01-01,724294.16,2558601.42,383790.21,2218097.47
242,3,2024-02-01,309292.86,2562390.19,128119.51,2381216.84
243,3,2024-03-01,779435.87,3497455.11,174872.76,2892892.0
244,3,2024-04-01,1021756.04,2061540.22,0.0,1039784.18
245,3,2024-05-01,840220.36,2660201.54,133010.08,1952991.26
246,3,2024-06-01,391997.35,1667819.4,166781.94,1442603.99
247,3,2024-07-01,235677.91,831837.34,0.0,596159.43
248,3,2024-08-01,103118.41,873163.03,130974.45,901019.07
249,3,2024-09-01,57108.93,228680.41,0.0,171571.48
250,3,2024-10-01,113655.76,469386.14,23469.31,379199.69
251,3,2024-11-01,158522.25,756685.74,75668.57,673832.06
252,3,2024-12-01,339835.71,930855.76,46542.79,637562.84
253,4,2018-01-01,346314.11,2265498.68,339824.8,2259009.37
254,4,2018-02-01,657936.65,1556729.27,233509.39,1132302.01
255,4,2018-03-01,749707.25,2876634.88,143831.74,2270759.37
256,4,2018-04-01,502777.7,2235309.98,335296.5,2067828.78
257,4,2018-05-01,232947.77,2067457.82,206745.78,2041255.83
258,4,2018-06-01,515386.29,2190516.39,219051.64,1894181.74
259,4,2018-07-01,228702.39,1078319.23,107831.92,957448.76
260,4,2018-08-01,70742.65,396815.26,59522.29,385594.9
261,4,2018-09-01,123507.54,219626.69,32944.0,129063.15
262,4,2018-10-01,74561.35,131665.72,19749.86,76854.23
263,4,2018-11-01,159666.61,600209.87,60020.99,500564.25
264,4,2018-12-01,126962.18,1125431.08,112543.11,1111012.01
265,4,2019-01-01,629475.21,1515428.43,0.0,885953.22
266,4,2019-02-01,564061.38,1449011.46,217351.72,1102301.8
267,4,2019-03-01,803551.91,2106783.72,0.0,1303231.81
268,4,2019-04-01,608100.03,2751885.13,412782.77,2556567.87
269,4,2019-05-01,399476.8,1483562.52,0.0,1084085.72
270,4,2019-06-01,480989.18,1166832.04,175024.81,860867.67
271,4,2019-07-01,276282.26,563830.51,0.0,287548.25
272,4,2019-08-01,181100.22,604749.08,0.0,423648.86
273,4,2019-09-01,53962.49,295289.37,44293.41,285620.29
274,4,2019-10-01,123651.5,359799.52,35979.95,272127.97
275,4,2019-11-01,233259.64,712630.78,106894.62,586265.76
276,4,2019-12-01,324860.91,1447471.91,72373.6,1194984.6
277,4,2020-01-01,599933.23,1521428.78,228214.32,1149709.87
278,4,2020-02-01,371300.94,1623783.83,162378.38,1414861.27
279,4,2020-03-01,853292.88,1749587.8,262438.17,1158733.09
280,4,2020-04-01,330147.24,1290349.48,129034.95,1089237.19
281,4,2020-05-01,764235.61,2915960.6,145798.03,2297523.02
282,4,2020-06-01,174941.32,1186748.5,59337.43,1071144.61
283,4,2020-07-01,344913.36,1472842.47,147284.25,1275213.36
284,4,2020-08-01,184160.52,848593.67,0.0,664433.15
285,4,2020-09-01,58978.9,347594.79,0.0,288615.89
286,4,2020-10-01,124584.87,337516.68,0.0,212931.81
287,4,2020-11-01,128054.42,696074.55,0.0,568020.13
288,4,2020-12-01,247593.21,1374853.57,137485.36,1264745.72
289,4,2021-01-01,436368.32,1146908.84,172036.33,882576.85
290,4,2021-02-01,559559.24,2169891.91,216989.19,1827321.86
291,4,2021-03-01,637511.5,2831436.23,424715.43,2618640.16
292,4,2021-04-01,741771.65,2684558.2,268455.82,2211242.37
293,4,2021-05-01,567732.76,2510387.5,251038.75,2193693.49
294,4,2021-06-01,160190.5,2147478.62,214747.86,2202035.98
295,4,2021-07-01,205702.06,912394.57,91239.46,797931.97
296,4,2021-08-01,165680.42,603765.71,30188.29,468273.58
297,4,2021-09-01,92070.17,193000.83,0.0,100930.66
298,4,2021-10-01,93313.87,455227.26,45522.73,407436.12
299,4,2021-11-01,60130.68,465961.88,46596.19,452427.39
300,4,2021-12-01,210746.5,1195183.17,119518.32,1103954.99
301,4,2022-01-01,217001.37,2159819.85,0.0,1942818.48
302,4,2022-02-01,642095.88,2317830.74,0.0,1675734.86
303,4,2022-03-01,347990.17,1401082.73,70054.14,1123146.7
304,4,2022-04-01,655633.62,1574490.33,157449.03,1076305.74
305,4,2022-05-01,447512.35,2859109.11,142955.46,2554552.22
306,4,2022-06-01,204541.35,1354697.56,67734.88,1217891.09
307,4,2022-07-01,364780.2,1363710.6,0.0,998930.4
308,4,2022-08-01,156717.77,613871.5,0.0,457153.73
309,4,2022-09-01,81990.28,360107.89,0.0,278117.61
310,4,2022-10-01,117916.88,364233.43,54635.01,300951.56
311,4,2022-11-01,160669.24,429657.7,64448.65,333437.11
312,4,2022-12-01,237405.21,693957.67,34697.88,491250.34
313,4,2023-01-01,559259.86,1743539.24,0.0,1184279.38
314,4,2023-02-01,646269.19,2290420.94,114521.05,1758672.8
315,4,2023-03-01,476864.43,3033680.24,455052.04,3011867.85
316,4,2023-04-01,520982.63,2786957.38,0.0,2265974.75
317,4,2023-05-01,308698.42,1471577.99,220736.7,1383616.27
318,4,2023-06-01,171129.33,1519575.85,151957.59,1500404.11
319,4,2023-07-01,376779.86,822427.11,0.0,445647.25
320,4,2023-08-01,143833.32,531199.8,0.0,387366.48
321,4,2023-09-01,103308.88,250888.72,25088.87,172668.71
322,4,2023-10-01,51575.34,183924.77,27588.72,159938.15
323,4,2023-11-01,200701.17,422897.09,21144.85,243340.77
324,4,2023-12-01,304931.34,848231.87,127234.78,670535.31
325,4,2024-01-01,231231.1,962313.29,0.0,731082.19
326,4,2024-02-01,691134.05,2117262.84,0.0,1426128.79
327,4,2024-03-01,870108.31,2983592.63,0.0,2113484.32
328,4,2024-04-01,731289.15,1594250.26,159425.03,1022386.14
329,4,2024-05-01,400473.74,1580976.16,79048.81,1259551.23
330,4,2024-06-01,292294.46,1940028.55,97001.43,1744735.52
331,4,2024-07-01,232149.72,1395621.67,69781.08,1233253.03
332,4,2024-08-01,73569.1,759017.22,75901.72,761349.84
333,4,2024-09-01,112330.95,279157.98,0.0,166827.03
334,4,2024-10-01,123447.42,466295.6,0.0,342848.18
335,4,2024-11-01,159680.01,727338.95,72733.9,640392.84
336,4,2024-12-01,131541.21,1311965.08,0.0,1180423.87
337,5,2018-01-01,122746.74,531849.77,0.0,409103.03
338,5,2018-02-01,61813.08,355272.64,53290.9,346750.46
339,5,2018-03-01,220919.33,889664.67,88966.47,757711.81
340,5,2018-04-01,205192.44,573551.07,28677.55,397036.18
341,5,2018-05-01,210820.46,578699.12,86804.87,454683.53
342,5,2018-06-01,56265.84,510518.4,51051.84,505304.4
343,5,2018-07-01,36950.21,183196.57,18319.66,164566.02
344,5,2018-08-01,49727.79,128148.27,19222.24,97642.72
345,5,2018-09-01,25555.99,64450.94,0.0,38894.95
346,5,2018-10-01,34521.62,115355.16,0.0,80833.54
347,5,2018-11-01,32444.57,203553.07,20355.31,191463.81
348,5,2018-12-01,30484.01,177221.7,0.0,146737.69
349,5,2019-01-01,134609.48,630580.83,63058.08,559029.43
350,5,2019-02-01,162902.05,705552.18,105832.83,648482.96
351,5,2019-03-01,81474.89,522408.58,26120.43,467054.12
352,5,2019-04-01,213147.22,655956.68,0.0,442809.46
353,5,2019-05-01,84702.36,373773.62,0.0,289071.26
354,5,2019-06-01,110545.41,355818.49,53372.77,298645.85
355,5,2019-07-01,71943.46,459992.03,0.0,388048.57
356,5,2019-08-01,37397.09,128196.48,12819.65,103619.04
357,5,2019-09-01,22668.41,131580.39,19737.06,128649.04
358,5,2019-10-01,41842.48,99643.7,4982.19,62783.41
359,5,2019-11-01,36277.27,222585.45,33387.82,219696.0
360,5,2019-12-01,36683.83,172171.97,25825.8,161313.94
361,5,2020-01-01,137594.96,316152.8,31615.28,210173.12
362,5,2020-02-01,88272.31,770361.33,38518.07,720607.09
363,5,2020-03-01,71514.6,739226.15,0.0,667711.55
364,5,2020-04-01,141566.0,782372.11,117355.82,758161.93
365,5,2020-05-01,176004.48,434978.59,43497.86,302471.97
366,5,2020-06-01,147061.83,516087.6,77413.14,446438.91
367,5,2020-07-01,65809.17,195566.97,19556.7,149314.5
368,5,2020-08-01,20969.99,215563.1,0.0,194593.11
369,5,2020-09-01,18008.75,58470.97,2923.55,43385.77
370,5,2020-10-01,16688.68,57837.11,0.0,41148.43
371,5,2020-11-01,66420.85,197536.27,29630.44,160745.86
372,5,2020-12-01,90837.28,177096.58,26564.49,112823.79
373,5,2021-01-01,135237.39,454745.85,68211.88,387720.34
374,5,2021-02-01,111095.85,775389.09,77538.91,741832.15
375,5,2021-03-01,249218.61,604001.96,30200.1,384983.45
376,5,2021-04-01,118357.02,718717.22,107807.58,708167.78
377,5,2021-05-01,130561.58,512224.82,0.0,381663.24
378,5,2021-06-01,134941.35,495263.66,74289.55,434611.86
379,5,2021-07-01,60792.18,291337.13,0.0,230544.95
380,5,2021-08-01,21366.33,141024.22,0.0,119657.89
381,5,2021-09-01,25057.91,84872.81,0.0,59814.9
382,5,2021-10-01,14209.61,82867.05,4143.35,72800.79
383,5,2021-11-01,40400.02,231287.1,34693.07,225580.15
384,5,2021-12-01,47499.61,412524.06,41252.41,406276.86
385,5,2022-01-01,54622.07,567056.36,0.0,512434.29
386,5,2022-02-01,88591.63,461525.74,69228.86,442162.97
387,5,2022-03-01,108553.74,851335.79,0.0,742782.05
388,5,2022-04-01,91146.73,838206.49,125730.97,872790.73
389,5,2022-05-01,140321.8,600451.59,90067.74,550197.53
390,5,2022-06-01,111073.31,458772.57,68815.89,416515.15
391,5,2022-07-01,66515.74,359560.15,35956.02,329000.43
392,5,2022-08-01,41330.69,99009.59,0.0,57678.9
393,5,2022-09-01,29328.67,49612.24,7441.84,27725.41
394,5,2022-10-01,20528.48,110598.06,11059.81,101129.39
395,5,2022-11-01,33516.01,133554.24,20033.14,120071.37
396,5,2022-12-01,54502.61,195359.73,9767.99,150625.11
397,5,2023-01-01,138566.99,627343.48,0.0,488776.49
398,5,2023-02-01,184000.23,510100.07,0.0,326099.84
399,5,2023-03-01,187207.18,401875.28,40187.53,254855.63
400,5,2023-04-01,231038.03,821977.43,0.0,590939.4
401,5,2023-05-01,147596.94,511828.95,25591.45,389823.46
402,5,2023-06-01,122472.16,623659.48,62365.95,563553.27
403,5,2023-07-01,103618.6,360307.53,18015.38,274704.31
404,5,2023-08-01,36511.67,207764.18,20776.42,192028.93
405,5,2023-09-01,17253.85,49286.87,4928.69,36961.71
406,5,2023-10-01,33067.65,78774.12,3938.71,49645.18
407,5,2023-11-01,56361.65,179337.98,26900.7,149877.03
408,5,2023-12-01,96273.01,473276.33,23663.82,400667.14
409,5,2024-01-01,126841.24,343058.76,0.0,216217.52
410,5,2024-02-01,78901.05,736229.67,110434.45,767763.07
411,5,2024-03-01,85386.2,534998.29,80249.74,529861.83
412,5,2024-04-01,72185.39,557461.8,55746.18,541022.59
413,5,2024-05-01,92858.61,423303.59,0.0,330444.98
414,5,2024-06-01,51542.0,371081.71,55662.26,375201.97
415,5,2024-07-01,54844.26,275905.06,27590.51,248651.31
416,5,2024-08-01,33127.06,144474.8,7223.74,118571.48
417,5,2024-09-01,25003.68,104195.45,5209.77,84401.54
418,5,2024-10-01,21632.18,143829.81,0.0,122197.63
419,5,2024-11-01,49695.78,181505.55,9075.28,140885.05
420,5,2024-12-01,99059.63,248369.72,0.0,149310.09
421,6,2018-01-01,60955.48,442876.73,44287.67,426208.92
422,6,2018-02-01,111175.81,604593.79,90689.07,584107.05
423,6,2018-03-01,205280.97,539776.93,53977.69,388473.65
424,6,2018-04-01,199072.41,893278.41,0.0,694206.0
425,6,2018-05-01,77350.07,520973.65,26048.68,469672.26
426,6,2018-06-01,134210.83,566033.34,28301.67,460124.18
427,6,2018-07-01,78372.05,273374.68,41006.2,236008.83
428,6,2018-08-01,21862.62,68239.33,6823.93,53200.64
429,6,2018-09-01,19716.51,82975.27,0.0,63258.76
430,6,2018-10-01,25504.36,98657.01,14798.55,87951.2
431,6,2018-11-01,42280.39,198857.42,29828.61,186405.64
432,6,2018-12-01,72652.91,192691.2,0.0,120038.29
433,6,2019-01-01,46922.07,301126.3,45168.94,299373.17
434,6,2019-02-01,107882.36,706216.02,105932.4,704266.06
435,6,2019-03-01,112133.96,552221.82,82833.27,522921.13
436,6,2019-04-01,135839.37,380368.98,19018.45,263548.06
437,6,2019-05-01,121464.72,382572.51,38257.25,299365.04
438,6,2019-06-01,46169.22,252657.1,12632.86,219120.74
439,6,2019-07-01,38952.88,201671.67,0.0,162718.79
